line_1,line_2,line_3,source
Robe à fleurs usée,Sous la pluie la mendiante,Fidèle au poste ,tempslibre
rues désertes —,petit à petit le ciel,emplit la ville,tempslibre
lumière d’hiver —,en haut des marches un soleil,à la craie rose ,tempslibre
hôpital au loin —,l'essuie-glace se débat,sous la pluie froide ,tempslibre
bruit du volet —,dans la cour le jour et l'an,s'estompent ,tempslibre
dès les premiers froids,la soupe couleur de feu,du potimarron,tempslibre
fin d'automne gris,derrière la vitre,les roulettes d'une valise,tempslibre
aube d'hiver,le plafonnier au-dessus,des bols de café,tempslibre
matin d'avril,la Vendée en brochure,sur le quai du tram,tempslibre
rue déserte,par la fissure du trottoir,trois épis de Molène,tempslibre
13 juillet,le concert des crapauds,entre les fusées,tempslibre
soir d’été ,à l’arrêt de bus le temps,d’écrire un haïku ,tempslibre
fin décembre,sur les ailes humides des pigeons,un peu de jour ,tempslibre
Route du travail ~,Un héron me double ,par le ciel ,tempslibre
Ciel de traîne ~,Au loin une cheminée fabrique ,des nuages ,tempslibre
Fin de nuit ~,Le camion poubelle emporte ,le silence ,tempslibre
Deuxième vague ~,La lumière vient mouiller,la marche d’escalier,tempslibre
Champ de blé ~,De moins en moins visible,la chaise oubliée ,tempslibre
Absence ~,Le parfum d’une jacinthe,pour seul locataire ,tempslibre
Rue pavillonnaire ~,La chaleur,aboie ,tempslibre
Pieds dans le lac ~,Autour de mes chevilles,quelques nuages ,tempslibre
Nuit pluvieuse ~,Un escargot ,sous ma semelle ,tempslibre
Vent de la mer ~,Jusqu'à la dernière goutte,mon thé à la menthe ,tempslibre
Givre ~,Sous son pull la pointe,de ses seins ,tempslibre
Jardin abandonné ~,La vieille caravane,refleurît,tempslibre
Bruit de chute ~,Le kaki trop mûr rejoint,son ombre ,tempslibre
Grimpé aux nues,le liseron traverse,l'orage ,tempslibre
Reflets du matin ~,Je tourne le ciel,dans mon café,tempslibre
Saisons des amours ~,Les escargots ramassés,deux par deux ,tempslibre
Cuisine sombre ~,Deux abricots se disputent,un noyau de lumière ,tempslibre
La limace,et la crotte du chien,nez à nez,tempslibre
Le couteau,au coeur de la pomme,crissement de la neige,tempslibre
vent d'automne,les banques tombent une à une,les feuilles rougissent,tempslibre
matin de tempête,dans le mimosa fleuri,la tronçonneuse ,tempslibre
broc gelé,un pétale de camélia,pris au piège ,tempslibre
lune des herbes,à l'ombre de l'appentis ,l'hysope suspendue ,tempslibre
premiers froids,le pot de haricots mijote,dans la braise ,tempslibre
le bruit de mes pas,sur le chemin caillouteux,parfum d'acacia ,tempslibre
Faisceau des phares,Le renard fugace s’enfuit,Griffant le givre ,tempslibre
Hiver sans congés –,au creux du coquillage,le bruit de la mer ,tempslibre
sable de plage,les vestiges d’un château,au fond de mes poches ,tempslibre
fenêtre embuée,une main tremblante,agite le rideau ,tempslibre
givre matinal ~,le piquant,du radis noir ,tempslibre
au cimetière militaire,entre les croix,des taupinières,tempslibre
mêlées à ses cendres,les cendres du foulard,qu'elle trouvait joli,tempslibre
sur le carrelage blanc,elle semble encore plus grosse,l'araignée du radiateur,tempslibre
l'écorce du pommier,rongée un peu plus haut,cette année,tempslibre
Brûlerie,l'odeur du café,un chien qui renifle,tempslibre
Bâtons d'encens brisés,au fond de la boîte,plein de petits morceaux,tempslibre
Le premier orage,Un lac piqueté de gouttes,Poussière mouillée,tempslibre
retrouvailles,le bruit de nos cuillères,entre les silences ,tempslibre
ma mère m’appelle,par le prénom de ma soeur morte,retour des oies sauvages ,tempslibre
Terre bêchée --,soudain il semble plus fort,le chant des oiseaux,tempslibre
nouvel hôpital --,l'unite mère-fille,silencieuse ,tempslibre
convalescence,ses mains dispersent les pièces,d'un casse-tête ,tempslibre
ciel noir,attendre en vain,les aurores boréales ,tempslibre
soleil d'équinoxe -,en plein dans la pupille,du chat ,tempslibre
trop tard,j'ai vu les yeux du veau,dans le camion ,tempslibre
entre l'oreille et l'épaule,du monsieur devant moi,la petite claveciniste ,tempslibre
nuit à la fenêtre,constellations d'été,odeur de la citronnelle ,tempslibre
entre les branches vides,du cerisier mort,le quartier de lune s'est niché ,tempslibre
le soleil allonge,sa courbe dans le ciel,longue journée au jardin ,tempslibre
au fond du pot à crayons,de vieilles gommes,sans mémoire ,tempslibre
insomnie -,le chat fait des allers-retours,à la fenêtre ,tempslibre
brise dans le lierre,deux couples de papillons,se poursuivent sans bruit,tempslibre
par ce vasistas,le soleil ne passait plus,depuis longtemps,tempslibre
tête levée,le cheval cueille aux branches,la neige fraîche,tempslibre
pluie à l'infini,même le moineau sur le toit,est couleur de zinc,tempslibre
devant le poteau,plus rien ni personne,la gerbe,tempslibre
des jeunes pousses montées,à l'assaut du tronc,derrière une gerbe ,tempslibre
route de campagne,dans l'herbe du fossé,les couleurs d'une gerbe,tempslibre
vitrail presque noir,dans la cathédrale obscure,Chartres sans soleil,tempslibre
sur tous les objets,qu'il a regardés ici,beaucoup de poussière,tempslibre
jour de pluie,chambre d'hôtel,draps trempés,tempslibre
la page s'assombrit,inexorablement,avec le crépuscule,tempslibre
pouvoir lire dehors,longtemps après dîner,avant-goût d'été,tempslibre
Bientôt l'équinoxe,le soleil va traverser,tout l'appartement,tempslibre
nuit d'hôpital -,à la télé une émission,sur Soulages ,tempslibre
grève générale -,pas le moindre rêve,cette nuit ,tempslibre
deuxième aube –,le camion poubelle emporte,l’année passée ,tempslibre
heures pluvieuses –,le cliquetis du clavier,notant des haïkus ,tempslibre
entre deux averses,la bouteille de saint-julien,commence sa décrue ,tempslibre
au milieu du champ,une baignoire en fonte,pleine de ciel ,tempslibre
toujours là le chat,oublié par ma voisine,morte ,tempslibre
mouche de novembre,sais-tu ce qui t'attend,si j'ouvre la fenêtre,tempslibre
vite dissipée,la fraîcheur de l’aube –,thé fumant ,tempslibre
Chardons en fleur -,Dans l'amas de tôle,Un bras ,tempslibre
vent de terre –,la bouée dauphin retourne ,à la vie sauvage ,tempslibre
thé ou café -,la météo incertaine,de ce lundi d'hiver,tempslibre
neige attendue –,sur les draps repassés,un parfum de lavande ,tempslibre
solstice d’hiver –,ma fille prépare,le médicament antirejet ,tempslibre
thé de l’aube –,un bruit de moteur croît,puis décroît  ,tempslibre
trois gouttes de thé,sur le recueil de mayuzumi madoka –,frissons d’hiver  ,tempslibre
étoiles glacées –,ses mains de pianiste,percluses d’arthrose ,tempslibre
longues longues nuits d’automne –,le voisin du deuxième,et ses ennuis de prostate ,tempslibre
dans le vide,de la coquille d'escargot,la fin de l'univers,tempslibre
froid vif –,le va et vient des blouses blanches,dans la chambre d’hôpital ,tempslibre
travaux de couture –,par le chas de l’aiguille,s’immisce l’automne ,tempslibre
maison froide –,le sachet de mort-aux-rats,à moitié rongé ,tempslibre
soir de noces –,le vent d’automne se déchaîne,sur un vieux rock n’roll ,tempslibre
au gré du vent,sur son matelas pneumatique –,monde flottant ,tempslibre
russian earl grey –,premières feuilles jaunies,sur la table rouillée ,tempslibre
soirée bach et brahms –,quelque part dans les vignes,un chien hurle à la mort ,tempslibre
plein été –,la lumière aveuglante,du bloc opératoire ,tempslibre
travaux d’été –,mes empreintes de pas,dans le goudron chaud ,tempslibre
café amer –,des bris de vitrines,sous mes semelles ,tempslibre
tombes oubliées –,leurs noms lus,à voix haute ,tempslibre
maison froide –,encore un peu de nuit,dans la cafetière ,tempslibre
froidure d’avril –,la toux persistante,de ma motocyclette ,tempslibre
fleur de printemps –,la rose tatouée au bras,de la serveuse ,tempslibre
route de nuit –,les courbes parfaites,de ses genoux ,tempslibre
tout autour,de la centrale électrique,les lumières jaunes des champs de colza ,tempslibre
nuit de tempête –,balloté d’un rêve,à l’autre ,tempslibre
du soupirail,l’odeur des croissants chauds –,aube d’hiver ,tempslibre
longue douche –,les tout derniers instants,de la savonnette ,tempslibre
petit noir -,les cernes,de la serveuse ,tempslibre
écroulée la grange,de mes premiers baisers -,froid pénétrant ,tempslibre
premier thé -,la nuit transfigurée,de Schoenberg ,tempslibre
premier thé -,au parfum de bergamote,le jour se lève ,tempslibre
aube d'hiver -,urgence absolue,d'un second café ,tempslibre
boule de neige -,la tour eiffel,en pleine tempête ,tempslibre
lumières de noël -,un sans-abri allume,sa lampe frontale ,tempslibre
lendemain de fête -,déjà les premiers,sapins sdf ,tempslibre
à califourchon,sur ma motocyclette,le vent d'hiver ,tempslibre
juste le bruit,des pages que je tourne -,insomnie ,tempslibre
brouillard en cuisine,la tarte aux figues,oubliée dans le four ,tempslibre
barbe de huit jours -,le froid de ce soir d'automne,un peu plus piquant ,tempslibre
radio des poumons -,les arbres de l'avenue,se défeuillent ,tempslibre
toussaint -,plus de vivants que de morts,dans le cimetière ,tempslibre
l'avis de décès,glissé sous la porte -,lumières d'automne,tempslibre
Frottant mes chaussettes,Dans le lavabo,De l’eau sur Mars,tempslibre
La lune,au fond de l'arrosoir,ballet de moustiques ,tempslibre
soleil rasant,l’ombre du poilu,s’évade du square ,tempslibre
poussée vers l’est,poussée vers l’ouest,la feuille morte ,tempslibre
Crac !,Il gît sur ses dernières feuilles,l’arbre abattu ,tempslibre
Kroo-kroo,mille grues signent,la fin du jour ,tempslibre
dernier jour de juin,la nouvelle poule rousse,pond son premier œuf ,tempslibre
fenêtre ouverte,la voix de Nina Simone,traverse la pluie ,tempslibre
pluies d’automne,les herbes folles courent,sur la tombe du chat ,tempslibre
automne d’autrefois,entre le silence et le bruit,des noix qu'on écale ,tempslibre
11 novembre,sur la carte les mots d'amour,d'une sergent-major ,tempslibre
cabane de jardin,je rapporte le parasol,aux araignées ,tempslibre
vieille redoute,seul le vent ,surveille la rade ,tempslibre
maison à la mer,à la porte un embouteillage,de tongs ,tempslibre
printemps confisqué,contre le coup de blues,un petit coup de bleu ,tempslibre
pour mieux voir la lune,je pisse longtemps,au fond du jardin ,tempslibre
confinement,les allers-retours,des mésanges ,tempslibre
tempête,j’ouvre grand une fenêtre,sur l’ordinateur ,tempslibre
maison à louer,des pissenlits,squattent la cour ,tempslibre
matin de givre,le monde est encore dehors,premier café ,tempslibre
jour maussade,même la bouilloire,grommelle ,tempslibre
avis de tempête,j’ôte le chapeau,de l’épouvantail ,tempslibre
dimanche de pluie,le bruit du canif,ouvrant les pages ,tempslibre
assise à l'écart,sous ses cheveux blancs -,sa mémoire de neige ,tempslibre
soleil de juillet,elle revient de la plage,vanille-framboise ,tempslibre
crépuscule,les piaillements inquiets,de la merlette ,tempslibre
soleil sur la pluie,au pied du mirabellier,sa robe blanche ,tempslibre
soleil matinal,fringant au faîte de l'arbre,un sac plastique ,tempslibre
premier février,une averse grésille,sur le toit ,tempslibre
soir de grisaille,je rajoute du piment,dans les achards ,tempslibre
froid glacial,elle déshabille,le sapin ,tempslibre
blés jaunissants,elle a disparu la jambe,de l'épouvantail ,tempslibre
vieux cimetière,sur les restes d'une tombe,pousse la cigüe ,tempslibre
temps glacial,le four libère l'odeur,de chocolat ,tempslibre
dune du Pyla,pour ses 18 ans,la face nord ,tempslibre
balade du soir,je patauge dans une flaque,de lumière,tempslibre
cour d'hôpital,l'amputation bruyante,des tilleuls ,tempslibre
fin d'après-midi,mort au milieu des poules,un jeune hérisson ,tempslibre
lune du givre,l'arôme du café,remplit le silence ,tempslibre
cette araignée,au-dessus du compost,comme elle est grasse ! ,tempslibre
fin du jour,sur la terrasse une tasse,reste encore un peu ,tempslibre
course sous l'orage,l'odeur du grain,dans la grange ,tempslibre
fin des vacances,le dos d'un ticket de caisse,griffonné d'un haïku ,tempslibre
fin d'orage,le ciel se repose,dans les flaques,tempslibre
sonate de Bach,le rouge à lèvres,de la soliste ,tempslibre
soirée d'automne,la machine à coudre,berce la maison ,tempslibre
infos du matin,la poule m'informe,qu'elle a pondu ,tempslibre
pluie d'orage,le galop de l'essoreuse,remplit la maison ,tempslibre
matin calme,juste le bruit d'une feuille,que le vent roule ,tempslibre
sur la corde à linge,les pinces alignées-,pourvu qu'il fasse beau ! ,tempslibre
fin d'après-midi,sur la table du jardin,il reste une tasse ,tempslibre
Toulouse,le printemps pose un parterre,d'uniformes bleus ,tempslibre
son ventre énorme,attend-elle la pleine lune,la chatte qui dort ,tempslibre
matin d'avril,le petit vieux d'à côté,repeint son portail,tempslibre
fin de matinée,la poule m'informe,qu'elle a pondu ,tempslibre
nouvelles lunettes,un à un j'enlève les yeux,des pommes de terre ,tempslibre
fin du jour,il ferme le poulailler,entre chien et loup ,tempslibre
soir de tempête,l'effervescence de l'eau,dans la bouilloire ,tempslibre
Saint Valentin,les yeux tuméfiés,de la fleuriste ,tempslibre
crépuscule d'hiver,dans le souffle du ressac,les mots inutiles ,tempslibre
janvier doucereux,relire les haïkus,d'autres hivers ,tempslibre
nuit étoilée,le bonheur de pouvoir,pisser sous la lune ,tempslibre
partout sous ses pas,une chiffonnade de feuilles,l'odeur de la vie ,tempslibre
soirée d'automne,l'araignée aussi sommeille,sur la toile ,tempslibre
changement d'heure,le portail du voisin,couine plus tôt ,tempslibre
berges du marais,dans ce vieux saule l'automne,n'a laissé qu'un nid ,tempslibre
toute la nuit,elles arpentent les trottoirs,les feuilles mortes ,tempslibre
alerte météo,derrière les volets clos,un escargot ,tempslibre
premiers froids,sur le pull de l'an passé,des poils de chat ,tempslibre
fin de saison,le klaxon du boulanger,de plus en plus tôt ,tempslibre
nuit étoilée,la grande Ourse accroche,l'antenne du voisin  ,tempslibre
pluie d'orage,l'odeur des corps,dans le bus ,tempslibre
fin de journée ,là-haut les mouettes,encore au soleil,tempslibre
ciel nuageux ,cette nuit pleine lune ,sur le calendrier  ,tempslibre
un ciel magnifique,Gaza drapé du couchant,beauté mortifère ,tempslibre
bouquets d'explosions,sous chaque fumerolle,invisible la chair ,tempslibre
la bulle éclate,faisant danser la lune -,vieille mare.,tempslibre
forêt de Lascaux,voitures et téléphones,groupe de chasseurs,tempslibre
Éclats rouges –,le cognassier du japon,réchauffe le jardin ,tempslibre
jour de pluie,sur les lèvres,un goût de sel,tempslibre
banc de pierre,près de la rivière silencieuse,une p’tite laine rouge,tempslibre
la canne blanche,s’agite devant lui,le monde s’arrête,tempslibre
motel du Rhode Island,dans un décor de béton,un cornouiller en fleurs,tempslibre
chambre à louer,des étoiles mortes,au plafond,tempslibre
pommeraie,une vieille branche fleurie,repose sur une béquille,tempslibre
marché aux oiseaux,parmi les acheteurs,un chat bourlingueur,tempslibre
plein de baies rouges,le sureau à l’étroit,entre deux hangars,tempslibre
la maison se vide,deux chaises vêtues de rouge,discutent de leur sort,tempslibre
maison abandonnée,des rideaux de dentelle,flottent au vent,tempslibre
solstice de printemps,le bruit des bombes,crève l'écran,tempslibre
rentrée des classes,un brin de curry des dunes,au fond de la poche,tempslibre
premier papillon,un peu de ciel,sur ses ailes,tempslibre
fin de giboulée,dans les flaques le monde,à l'envers,tempslibre
Chemin des Dames ,le brouillard ,n'efface rien ,tempslibre
Armistice,face au champ de croix,mes dix ans effarés  ,tempslibre
parfum de garrigue,sur la tombe minuscule,pas de nom ,tempslibre
tout le jour l'averse,de la cuisine l'odeur,de mangue aux épices ,tempslibre
salle d'attente,à chaque nouvel arrivant,le bruit des vagues ,tempslibre
gros temps,on frappe quelque part,à grands coups de marteau ,tempslibre
nos adieux,sur le pas de la porte,lune blanche ,tempslibre
encore la pluie,le rire des enfants,en plein coloriage ,tempslibre
soleil terne,même le pot de groseille,ne renvoie plus la lumière ,tempslibre
silence au village,d'une fenêtre s'échappe,un parfum de cannelle ,tempslibre
fin de tempête,la seconde fleur de lune,s'épanouit ,tempslibre
matin blanc,loin là-bas des hôpitaux,bombardés ,tempslibre
doucement la lame,sous la chair de la mangue,soleil couchant ,tempslibre
froidure hivernale,personne sur le chemin,qui mène à la mare ,tempslibre
premières gelées,dans son pot le brin de menthe,refait ses racines ,tempslibre
nuit d'Épiphanie,ce rêve étrange envolé,aux premières lueurs ,tempslibre
lumière du soir,les serviettes sur la corde,remouillent ,tempslibre
retour de balade,lentement le ciel et les eaux,se confondent ,tempslibre
nuit pleine,dans le couloir mes pas,guidés par la lune ,tempslibre
bientôt minuit,le Père Noël en plastique,se dégonfle ,tempslibre
premières éoliennes,lentement elles évacuent,un reste de nuit ,tempslibre
marché de Noël,de la choucroute alsacienne,sur le stand breton ,tempslibre
encore l'averse,dans le châtaignier trois geais,éclairent le jour ,tempslibre
nuit blanche,je rassemble les pétales,des roses fanées ,tempslibre
jour de Toussaint,de ma fenêtre,les eaux dormantes,tempslibre
temps des étrennes,près du vieil ordinateur,une souris neuve ,tempslibre
poches vides,le regard tendu vers la lune,presque pleine ,tempslibre
toute la nuit,la pluie sur la vitre,des moutons plein la tête ,tempslibre
lune montante,son ventre lisse,comme un galet ,tempslibre
dans la brume,le cou d'une oie,heure d'hiver ,tempslibre
Toussaint,le cercle de famille s'élargit,sous le marbre ,tempslibre
risque de fusion -,sur mes doigts l'odeur,des immortelles de mer ,tempslibre
terre crue,de terrasse en terrasse,l'appel du muezzin ,tempslibre
temps d'orage -,sous les bottes le bruit,des pavés ,tempslibre
ciel bas,on scie des branches,quelque part ,tempslibre
miroitements,l'épouvantail agite,ses CD ,tempslibre
Pentecôte,la flamme,dans ses yeux ,tempslibre
carrefour ,sous le Christ en croix ,orties pourpres ,tempslibre
jours plus courts ,elle recouvre son visage ,de crème antirides ,tempslibre
Saint-Valentin,les oiseaux jasent,depuis huit jours ,tempslibre
St Valentin,la cuisse du Bergerac,sur la langue ,tempslibre
sous le voile d'hivernage,la coccinelle,recroquevillée ,tempslibre
Premier de l'An,la fillette a mis trois soleils,dans son ciel ,tempslibre
premier jour de l'an,entre fromage et café,refaire le monde ,tempslibre
haïku faisant,incision,indolore ,tempslibre
la falaise,entaille la brume,jour sans vent ,tempslibre
mi-nuit,le bruit d'un volet qu'on déroule,quelque part,tempslibre
nuit de décembre,planter un clou pour fixer,l'étoile ,tempslibre
premiers froids,un haïku d'été,au fond de la poche ,tempslibre
Chemin des Dames,le brouillard,n'efface rien ,tempslibre
pleine nuit,l'araignée recroquevillée,au coin de la marche ,tempslibre
soirée vin nouveau,le vent souffle plus fort,au retour ,tempslibre
nuit profonde,dans un rai de lune,le papillon fou ,tempslibre
midi,l'oeillet des dunes sent,plus fort,tempslibre
sortie des mariés ,les pétales de rose ,déjà fânés ,tempslibre
cornes fragiles,du gracile escargot,premières laitues,tempslibre
douceur printanière,les oies sauvages se regroupent,sans bruit,tempslibre
agadirs,femmes vêtues de sombre ,silence de plomb ,tempslibre
noces de laine,les premières mites,dans l'armoire,tempslibre
forest vines,have seized the steering wheel,crow’s caw ,tempslibre
shade of the church,she says she’ll show me hers,if I show her mine ,tempslibre
hors du bordel,the gentleman chooses,a fresh boutonniere ,tempslibre
mating season,two radiators making,one cloud of steam ,tempslibre
premières lueurs,le lent déploiement des feuilles,de thé dans la tasse ,tempslibre
escalier de pierre,sur les marches usées elle foule,deux ou trois nuages ,tempslibre
des traces d'acné,sur son beau visage rond,pleine lune ,tempslibre
dehors la tempête,dans les tasses le café,redouble d’arôme ,tempslibre
lessive des survêt’,la sueur de 2017,n’ira pas plus loin,tempslibre
pont gris d’autoroute,les initiales rouges tracées,par deux amoureux ,tempslibre
Dans la brume,surgit la joggeuse puis,une bouffée de parfum,tempslibre
Maison des aïeux -,Semées par le vent,des nouvelles fleurs... ,tempslibre
Ouverture de chasse –,La pesanteur du brouillard,sur mes épaules ,tempslibre
Lune d'hiver -,des péripatéticiennes,frappent dans leurs mains ,tempslibre
Marché de Noël -,Le SDF choisit,ses cartons ,tempslibre
Deux fils d'argent :,l'araignée d'un arbre à l'autre,trace l'horizon ,tempslibre
nuit froide,le chat en boule sur le linge ,fraîchement repassé ,tempslibre
graffitis,en rouge en jaune des fleurs sur,la cabine électrique ,tempslibre
sur le chemin de la gare,il m'accompagne le parfum,du lilas ,tempslibre
pluie de printemps,du sucre impalpable sur,les premières fraises ,tempslibre
sortie du métro,en haut le soleil se couche,sur le trottoir ,tempslibre
soir stalinien,cinq immeubles rouges,en rangs parfaits ,tempslibre
sous l'abri bus,furtivement,son rouge à lèvres ,tempslibre
vent glacial,par centaines écloses,fleurs de prunus ,tempslibre
soirée d'automne,une odeur de pommes suries,la pluie arrive ,tempslibre
équinoxe d'automne,refusant d'avancer,le tramway ,tempslibre
matin difficile,portée par le vent,une odeur de sucre ,tempslibre
matin d'été,rivalisant avec la mariée,les jolies robes ,tempslibre
terminus du tramway,un vent de bord de mer,qui sent le fioul ,tempslibre
trajet de retour,le sourire du chat rose,gonflé à l'hélium ,tempslibre
premières chaleurs,l'autobus s'essouffle,à monter la côte ,tempslibre
dans mon thé,le premier moustique,s'est noyé ,tempslibre
derniers jours d'avril,ce matin encore ~ la tasse rose,dans l'évier ,tempslibre
variant anglais,dans ma tête,du thé en vrac ,tempslibre
Fin de la manif.,Dans les wc du bistrot,on défile encore.,tempslibre
Entre le tilleul,et le monument aux morts,défilé de feuilles.,tempslibre
Canards affolés,sur les étangs de la Brenne.,Vote des chasseurs.,tempslibre
Elle s'essouffle à suivre,sa poitrine bondissante,la jogueuse en short,tempslibre
Travaux à l'hosto,le grutier opère par gestes.,Très gros bistouri.,tempslibre
Un trou dans le mur,les mésanges emménagent,chez le rouge-queue,tempslibre
ronde des flocons,  et je touille et je touille,    mon café sans sucre,tempslibre
frissons,sous mes doigts,sa cicatrice ,tempslibre
harengs pommes à l'huile,confinée dans ma moustache,l'odeur ,tempslibre
craquantes,les couleurs d’automne,de ses dessous ,tempslibre
pierre froide,le nom de mon fils,s'efface ,tempslibre
Au pied de l'arbre,la dernière balle,de la chienne. ,tempslibre
la jeune sans-abri,d'une poubelle à l'autre,son marché de Noël ,tempslibre
aujourd'hui,les corbeaux croassent,plus noir,tempslibre
ces chants d'oiseaux,après les déflagrations -,vivre debout ,tempslibre
avalé par la brume,recraché par la brume,le goéland ,tempslibre
démarche féline,à chacun de ses pas,la soie chuchote ,tempslibre
parmi les décombres,plus belles que jamais,les fleurs de cerisier ,tempslibre
cimetière,un papillon s'envole,par-delà les tombes ,tempslibre
fin d'octobre ,un libraire sans client ,remue les feuilles  ,tempslibre
soûl sur le perron,de la fausse maison,la clef en main,tempslibre
les jours rétrécissent,la petaside desséchée,n'est plus aussi grande,tempslibre
rangeant un tiroir,elles sont sorties de l'ombre,les amies de mes filles ,tempslibre
Pleine lune d'hiver -,un instant mon ombre et moi,entre les nuages,tempslibre
Chatte en chaleur,Sur ses côtes apparentes,Le soleil du matin ,tempslibre
Concerto pour clavecin-,Sur la pelouse les pétales de cerisiers ,portés par le vent.,tempslibre
de plus en plus petit,dans mon rétroviseur,l'arc-en-ciel ,tempslibre
coupant les branches mortes,de l'arbre à papillons,- Vendredi saint ,tempslibre
lever du jour -,la cafetière crachote,dans le chant d'un merle ,tempslibre
jardin du souvenir -,sur la branche d'un prunus,les premières fleurs ,tempslibre
arbre en bourgeons -,le vent effrange le vert,d'un sac plastique ,tempslibre
nuit de givre -,à chaque battement de paupières,de nouvelles étoiles ,tempslibre
Futsuka * -,reflets gris dans les flaques,de l'an passé ,tempslibre
pelant la courge,à la pointe du couteau,une goutte de sang ,tempslibre
feuilles mortes -,la tombée du jour ondule,derrière une péniche ,tempslibre
début de l'Avent -,le lilas n'a pu retenir,sa dernière feuille ,tempslibre
vieille maison -,le potager en friche,fleuri de soucis ,tempslibre
écartant les feuilles,pour un peu de soleil encore,sur les fraises d'octobre ,tempslibre
première gelée blanche -,frissons pour le prunus,... planté hier ,tempslibre
lever de lune -,en quartiers je découpe,un potimarron ,tempslibre
fauteuil de jardin -,de tout son long,un escargot s'étire ,tempslibre
tout au fond,de la fleur de courge,une abeille pompette ,tempslibre
petit matin -,au creux de ma paume,la pointe de son sein ,tempslibre
café en terrasse -,un éclat de soleil ,au fond de la cuillère ,tempslibre
plus d'un mois sans pluie -,l'escargot s'est arrêté ,à mi-hauteur du mur ,tempslibre
juste assez de lune,pour écrire la fin,de mon haïku ,tempslibre
hameau près du col -,une lessive étendue,pour toute présence ,tempslibre
la nuit s'épaissit -,chaque trace sur la terrasse,devient araignée !... ,tempslibre
grondement plus proche -,les branches hautes des arbres,s'agitent en tous sens ,tempslibre
soir de juin -,cris et battements d'ailes,autour du cerisier ,tempslibre
route sous les arbres -,rouler dans les flaques,de soleil,tempslibre
trois lignes à la fois,les haïkus grignotent,les pages de mon carnet ,tempslibre
pétales au vent,le cerisier fleurit,le gazon artificiel ,tempslibre
début de printemps -,le sillon du hérisson,dans l'herbe haute ,tempslibre
voilée d'un nuage,de sable du Sahara,"la lune, presque pleine ",tempslibre
dans le sens inverse,des aiguilles d'une montre,je pèle les navets ,tempslibre
dernier jour de bureau -,une couche de givre,sur mon pare-brise ,tempslibre
retour de balade -,des graines de soucis,au creux de la main ,tempslibre
fin du jour -,l'échancrure ombreuse,d'un corsage entrouvert ,tempslibre
flaques du trottoir -,le bleu ciel,d'un masque jetable ,tempslibre
palissade du chantier -,les roses trémières,hissent leurs fleurs ,tempslibre
en gouttes de sel,sur mon cadre de vélo,la montée du col ,tempslibre
voie rapide -,sous le rail de sécurité,les coquelicots dansent ,tempslibre
augure de beau temps :,la piscine des voisins,découverte ,tempslibre
merle du crépuscule -,je disperse les miettes,du sachet de pain ,tempslibre
chape de nuages -,l'éclaircie soudaine,d'un champ de colza ,tempslibre
de branche en branche,dans le cerisier en fleur,le chant d'un merle ,tempslibre
neige d'avril -,le cerisier en bourgeons,a fleuri cette nuit ,tempslibre
retour de courses -,l'odeur du café,fraîchement moulu ,tempslibre
crématorium -,un homme en noir jette du sel,dans l'allée enneigée ,tempslibre
Epiphanie -,la visite éclair,du rouge-gorge ,tempslibre
grande roue à l'arrêt -,posé sur une nacelle,le croissant de lune ,tempslibre
pendus à un rétro,un masque jetable,et un attrape-rêves ,tempslibre
soir d'automne -,un troupeau de vaches rousses,broute le couchant ,tempslibre
centre de vacances -,le battement d'un volet,aux vents d'équinoxe ,tempslibre
vers le compost,deux limaces et moi,faisons route ensemble ,tempslibre
parcelle en jachère -,les enfants des tournesols,de l'année dernière ,tempslibre
soir de canicule -,entrechocs de bouteilles,dans une poubelle ,tempslibre
battant nos espadrilles -,trois semaines de vacances,emportées par le vent ,tempslibre
ombres du soir,sur le chemin des poubelles,un blaireau mort ,tempslibre
monts de brume bleue -,petit déjeuner d'abricots,et de reines-claudes ,tempslibre
au long de la crête,une rangée d'éoliennes,la tête dans les nuages ,tempslibre
crête du mont -,les pales des éoliennes,barattent les nuages ,tempslibre
au-dessus de la brume,la fumée parfumée,de la distillerie ,tempslibre
sentier du plateau -,choisie avec soin,la pierre pour le cairn ,tempslibre
livre ouvert au soleil -,la petite araignée,change de paragraphe ,tempslibre
prémices du jour -,qui a déjà allumé,la fleur de courgette ? ,tempslibre
déconfinement -,ma montre toujours,à l'heure d'hiver ,tempslibre
#restezàlamaison,un vent de pétales blancs,traverse le jardin ,tempslibre
à force de siffler,le merle a fini,par faire lever le jour ,tempslibre
soir d'avril -,un murmure d'eau,remplit l'arrosoir ,tempslibre
confinement -,je choisis une cartouche,d'encre bleu ciel ,tempslibre
équinoxe de printemps -,un nuage de moucherons,entre soleil et ombre ,tempslibre
la pluie sur la vitre -,dans les jacinthes blanches,quelques points de rouille ,tempslibre
aube glaciale -,le manche métallique ,de mon rasoir ,tempslibre
pénombre d'hiver -,le falot d'une hellébore,au fond du jardin ,tempslibre
recueil,de haïkus d'hiver -,la douceur du velin ,tempslibre
seul sur la terrasse,au soleil de novembre,le pied du parasol ,tempslibre
crachin de Toussaint -,je regarde roussir,l'obier à la fenêtre ,tempslibre
fin des vacances -,un grillon mort au fond,du panier de linge ,tempslibre
sur le plastique blanc,d'un fauteuil de jardin,un reflet de lune ,tempslibre
voie lactée -,un bourdon noctambule,dans le laurier blanc ,tempslibre
